Date,Product,Category,Region,Sales,Quantity,Profit,Discount
2023-01-01,Widget C,Electronics,South,2644.51,4,784.57,0.07
2023-01-02,Widget A,Electronics,East,269.34,19,73.06,0.12
2023-01-03,Widget C,Home Appliances,East,2476.14,23,577.71,0.18
2023-01-04,Widget D,Electronics,West,3605.86,32,441.09,0.04
2023-01-05,Widget A,Clothing,East,3096.37,38,481.39,0.07
2023-01-06,Widget C,Clothing,North,1489.55,36,218.63,0.17
2023-01-07,Widget B,Electronics,West,3029.31,36,494.03,0.07
2023-01-08,Widget D,Home Appliances,East,3304.6,42,486.06,0.2
2023-01-09,Widget E,Home Appliances,West,662.09,19,181.97,0.03
2023-01-10,Widget C,Electronics,North,2376.4,33,548.01,0.17
2023-01-11,Widget A,Electronics,West,3193.38,35,672.95,0.04
2023-01-12,Widget B,Electronics,South,1081.5,5,127.74,0.1
2023-01-13,Widget C,Clothing,West,3764.4,6,1097.34,0.15
2023-01-14,Widget D,Home Appliances,North,2695.1,38,625.94,0.21
2023-01-15,Widget D,Electronics,South,913.08,13,239.23,0.15
2023-01-16,Widget C,Home Appliances,North,1212.77,6,231.05,0.13
2023-01-17,Widget E,Home Appliances,North,4823.47,31,1051.4,0.18
2023-01-18,Widget D,Clothing,East,2604.81,49,717.8,0.12
2023-01-19,Widget E,Home Appliances,West,3793.76,40,1073.91,0.19
2023-01-20,Widget A,Home Appliances,North,3604.79,44,419.26,0.1
2023-01-21,Widget D,Electronics,West,4035.27,23,561.11,0.02
2023-01-22,Widget C,Electronics,East,1526.67,42,404.9,0.11
2023-01-23,Widget D,Clothing,North,3034.78,40,564.5,0.12
2023-01-24,Widget C,Home Appliances,South,4612.38,48,1110.76,0.08
2023-01-25,Widget E,Electronics,East,230.07,8,34.42,0.15
2023-01-26,Widget A,Clothing,East,2422.68,16,666.66,0.04
2023-01-27,Widget E,Home Appliances,North,2960.89,50,412.02,0.03
2023-01-28,Widget B,Home Appliances,North,386.74,45,114.58,0.24
2023-01-29,Widget A,Home Appliances,East,4647.27,38,470.54,0.08
2023-01-30,Widget C,Home Appliances,West,382.59,38,96.53,0.03
2023-01-31,Widget B,Clothing,North,1520.59,34,192.33,0.06
2023-02-01,Widget C,Clothing,North,4316.38,15,489.08,0.12
2023-02-02,Widget D,Electronics,West,2164.54,33,649.32,0.07
2023-02-03,Widget A,Electronics,East,722.28,10,162.38,0.14
2023-02-04,Widget C,Home Appliances,East,2943.38,39,325.41,0.21
2023-02-05,Widget A,Home Appliances,East,3486.07,18,660.05,0.12
2023-02-06,Widget E,Clothing,East,3360.31,7,988.76,0.1
2023-02-07,Widget A,Electronics,West,4649.67,8,1027.6,0.11
2023-02-08,Widget B,Electronics,North,3775.18,42,782.6,0.02
2023-02-09,Widget B,Clothing,West,4669.88,38,1066.17,0.02
2023-02-10,Widget B,Electronics,East,537.87,7,79.5,0.03
2023-02-11,Widget A,Electronics,East,2709.11,35,311.6,0.24
2023-02-12,Widget A,Clothing,East,4619.9,21,1043.55,0.0
2023-02-13,Widget C,Electronics,South,4107.55,5,779.8,0.06
2023-02-14,Widget C,Electronics,South,2880.95,30,299.75,0.06
2023-02-15,Widget E,Home Appliances,North,4555.66,2,585.41,0.09
2023-02-16,Widget E,Electronics,West,785.45,21,168.21,0.15
2023-02-17,Widget B,Electronics,East,4879.48,16,602.96,0.14
2023-02-18,Widget D,Clothing,West,2946.53,7,851.24,0.0
2023-02-19,Widget D,Electronics,West,2851.7,34,813.19,0.19
2023-02-20,Widget E,Clothing,North,1980.38,48,433.73,0.05
2023-02-21,Widget E,Clothing,East,539.78,37,135.3,0.02
2023-02-22,Widget B,Home Appliances,South,1010.78,22,170.31,0.13
2023-02-23,Widget B,Electronics,East,3910.93,28,996.78,0.15
2023-02-24,Widget D,Clothing,North,199.22,49,30.19,0.07
2023-02-25,Widget A,Home Appliances,West,1587.58,1,244.85,0.22
2023-02-26,Widget A,Home Appliances,West,1825.38,47,317.85,0.1
2023-02-27,Widget E,Clothing,South,3786.13,1,530.0,0.07
2023-02-28,Widget D,Home Appliances,North,644.5,1,140.91,0.2
2023-03-01,Widget A,Electronics,West,2220.5,33,293.77,0.12
2023-03-02,Widget A,Home Appliances,East,765.84,13,170.35,0.21
2023-03-03,Widget A,Clothing,West,2171.3,47,343.17,0.02
2023-03-04,Widget D,Electronics,West,201.17,46,30.11,0.09
2023-03-05,Widget A,Electronics,South,1649.18,22,303.38,0.15
2023-03-06,Widget D,Home Appliances,South,4975.49,3,670.17,0.09
2023-03-07,Widget C,Clothing,East,3387.52,37,416.78,0.0
2023-03-08,Widget D,Home Appliances,North,3164.65,8,557.03,0.11
2023-03-09,Widget A,Clothing,East,656.05,46,95.76,0.22
2023-03-10,Widget C,Electronics,West,2898.72,3,470.52,0.07
2023-03-11,Widget A,Clothing,East,4167.45,37,1196.25,0.13
2023-03-12,Widget C,Electronics,North,876.6,17,227.47,0.03
2023-03-13,Widget D,Clothing,North,4563.88,10,1315.52,0.19
2023-03-14,Widget C,Home Appliances,North,2753.24,2,523.33,0.19
2023-03-15,Widget A,Home Appliances,East,764.09,20,186.93,0.19
2023-03-16,Widget D,Clothing,North,2496.98,6,561.02,0.23
2023-03-17,Widget A,Home Appliances,West,1614.55,46,187.43,0.18
2023-03-18,Widget E,Electronics,East,3635.64,30,535.69,0.07
2023-03-19,Widget B,Clothing,South,4316.34,16,1051.08,0.0
2023-03-20,Widget E,Clothing,South,4140.19,21,962.47,0.15
2023-03-21,Widget C,Clothing,South,2226.98,18,657.47,0.02
2023-03-22,Widget D,Electronics,North,1727.24,13,181.64,0.12
2023-03-23,Widget B,Home Appliances,West,718.56,2,130.01,0.16
2023-03-24,Widget C,Home Appliances,East,373.57,44,42.57,0.12
2023-03-25,Widget A,Home Appliances,West,3284.43,21,372.24,0.1
2023-03-26,Widget A,Home Appliances,South,2795.73,17,463.98,0.01
2023-03-27,Widget B,Home Appliances,South,1125.04,50,327.29,0.15
2023-03-28,Widget B,Electronics,West,3727.39,36,735.97,0.13
2023-03-29,Widget E,Home Appliances,West,2241.36,19,586.83,0.23
2023-03-30,Widget B,Home Appliances,West,1290.89,32,323.27,0.01
2023-03-31,Widget A,Clothing,West,192.62,25,37.41,0.09
2023-04-01,Widget A,Clothing,North,3872.37,35,1151.56,0.14
2023-04-02,Widget C,Home Appliances,East,1395.74,44,207.89,0.14
2023-04-03,Widget A,Electronics,South,2614.44,41,594.77,0.12
2023-04-04,Widget A,Clothing,East,3839.27,36,413.79,0.06
2023-04-05,Widget B,Clothing,South,4951.13,11,786.85,0.08
2023-04-06,Widget D,Electronics,East,4583.13,33,805.59,0.12
2023-04-07,Widget E,Home Appliances,North,3253.18,2,338.55,0.0
2023-04-08,Widget D,Home Appliances,East,4297.34,3,496.02,0.17
2023-04-09,Widget B,Electronics,West,3773.21,19,958.58,0.08
2023-04-10,Widget D,Electronics,North,3262.16,50,971.23,0.24
2023-04-11,Widget A,Home Appliances,West,3312.77,23,658.25,0.23
2023-04-12,Widget D,Home Appliances,South,4166.7,44,675.1,0.1
2023-04-13,Widget E,Clothing,East,645.53,44,122.88,0.03
2023-04-14,Widget E,Electronics,North,2209.57,40,401.35,0.04
2023-04-15,Widget C,Home Appliances,West,4079.76,23,701.8,0.25
2023-04-16,Widget D,Clothing,West,2157.02,33,386.71,0.21
2023-04-17,Widget C,Clothing,East,819.56,19,151.27,0.12
2023-04-18,Widget B,Electronics,East,4880.49,33,583.39,0.12
2023-04-19,Widget D,Home Appliances,North,3804.7,50,988.24,0.14
2023-04-20,Widget B,Electronics,West,1449.9,21,223.18,0.12
2023-04-21,Widget B,Home Appliances,East,2617.53,46,269.96,0.23
2023-04-22,Widget D,Home Appliances,South,537.24,47,140.88,0.22
2023-04-23,Widget D,Electronics,West,3380.47,41,877.09,0.01
2023-04-24,Widget A,Electronics,South,3326.91,3,880.24,0.15
2023-04-25,Widget C,Electronics,North,1841.59,32,315.44,0.02
2023-04-26,Widget E,Clothing,West,4573.08,11,666.05,0.06
2023-04-27,Widget D,Electronics,North,191.31,7,43.62,0.19
2023-04-28,Widget B,Electronics,West,4573.68,32,967.83,0.14
2023-04-29,Widget B,Clothing,North,4132.62,28,679.64,0.06
2023-04-30,Widget D,Electronics,North,408.53,22,67.94,0.09
2023-05-01,Widget D,Home Appliances,West,4157.15,41,1087.74,0.1
2023-05-02,Widget D,Electronics,East,733.23,5,164.39,0.12
2023-05-03,Widget A,Electronics,West,3679.79,31,669.73,0.11
2023-05-04,Widget E,Home Appliances,West,776.57,50,150.76,0.2
2023-05-05,Widget A,Home Appliances,East,1727.36,44,311.61,0.12
2023-05-06,Widget E,Electronics,North,1638.34,48,471.65,0.19
2023-05-07,Widget E,Clothing,North,3623.17,1,816.39,0.13
2023-05-08,Widget C,Clothing,North,4734.72,22,558.48,0.06
2023-05-09,Widget B,Clothing,North,3849.56,27,598.9,0.07
2023-05-10,Widget B,Home Appliances,West,462.05,19,69.48,0.04
2023-05-11,Widget C,Electronics,South,384.9,26,92.8,0.11
2023-05-12,Widget A,Home Appliances,North,3718.05,49,805.13,0.04
2023-05-13,Widget B,Electronics,North,2140.42,28,476.19,0.23
2023-05-14,Widget C,Electronics,North,4583.58,11,563.38,0.02
2023-05-15,Widget C,Home Appliances,North,1388.59,24,323.32,0.03
2023-05-16,Widget A,Electronics,North,1767.75,31,454.29,0.02
2023-05-17,Widget A,Clothing,South,2759.04,17,526.39,0.04
2023-05-18,Widget D,Electronics,North,2305.83,25,364.47,0.06
2023-05-19,Widget B,Home Appliances,South,785.49,24,197.64,0.01
2023-05-20,Widget E,Electronics,North,4322.81,12,979.96,0.22
2023-05-21,Widget E,Home Appliances,East,1062.45,11,279.63,0.19
2023-05-22,Widget B,Clothing,East,2817.74,19,478.01,0.02
2023-05-23,Widget D,Home Appliances,East,2489.53,22,547.81,0.07
2023-05-24,Widget A,Clothing,South,693.67,7,187.6,0.06
2023-05-25,Widget E,Home Appliances,West,2275.49,23,443.37,0.03
2023-05-26,Widget B,Electronics,East,2518.27,7,344.95,0.08
2023-05-27,Widget D,Clothing,South,3718.24,26,544.59,0.13
2023-05-28,Widget B,Electronics,South,2859.91,7,520.82,0.13
2023-05-29,Widget B,Home Appliances,North,3072.03,46,834.95,0.04
2023-05-30,Widget A,Clothing,North,3948.54,34,1054.43,0.08
2023-05-31,Widget C,Home Appliances,East,3386.71,39,929.52,0.24
2023-06-01,Widget E,Clothing,West,3125.46,22,736.93,0.15
2023-06-02,Widget E,Home Appliances,North,4610.32,26,894.89,0.08
2023-06-03,Widget B,Electronics,East,4481.7,22,771.11,0.25
2023-06-04,Widget C,Home Appliances,East,2627.38,2,561.69,0.11
2023-06-05,Widget D,Home Appliances,West,4723.38,48,1080.42,0.07
2023-06-06,Widget D,Home Appliances,South,3286.46,6,873.83,0.09
2023-06-07,Widget D,Clothing,East,4484.86,29,835.95,0.04
2023-06-08,Widget E,Home Appliances,East,2114.0,10,241.34,0.05
2023-06-09,Widget E,Home Appliances,West,421.81,50,55.3,0.03
2023-06-10,Widget A,Home Appliances,North,374.4,31,94.18,0.07
2023-06-11,Widget D,Electronics,East,3345.73,39,420.4,0.0
2023-06-12,Widget C,Home Appliances,South,3172.72,41,413.59,0.04
2023-06-13,Widget B,Electronics,West,3579.13,29,817.34,0.04
2023-06-14,Widget D,Electronics,East,1719.85,9,358.93,0.21
2023-06-15,Widget A,Electronics,East,236.34,45,25.33,0.11
2023-06-16,Widget A,Home Appliances,North,560.69,47,133.68,0.21
2023-06-17,Widget B,Clothing,West,3400.3,21,528.73,0.01
2023-06-18,Widget D,Electronics,South,610.22,50,88.81,0.0
2023-06-19,Widget B,Home Appliances,South,1086.26,38,126.81,0.0
2023-06-20,Widget E,Home Appliances,West,1765.23,41,217.08,0.24
2023-06-21,Widget A,Electronics,West,452.16,30,134.36,0.12
2023-06-22,Widget E,Home Appliances,South,4002.1,45,985.94,0.04
2023-06-23,Widget B,Clothing,East,1308.04,50,371.93,0.01
2023-06-24,Widget A,Clothing,East,2674.21,39,485.4,0.1
2023-06-25,Widget D,Electronics,East,1298.91,26,347.16,0.09
2023-06-26,Widget E,Electronics,South,3808.24,3,494.23,0.1
2023-06-27,Widget D,Home Appliances,East,2689.07,14,734.73,0.13
2023-06-28,Widget D,Clothing,South,4429.69,29,1213.93,0.09
2023-06-29,Widget A,Electronics,North,956.59,37,216.24,0.0
2023-06-30,Widget C,Electronics,North,3115.14,28,675.05,0.11
2023-07-01,Widget E,Electronics,West,2098.71,33,575.86,0.09
2023-07-02,Widget A,Home Appliances,South,2776.71,7,606.64,0.22
2023-07-03,Widget C,Clothing,West,3250.12,34,754.39,0.21
2023-07-04,Widget A,Clothing,East,4735.33,27,723.79,0.02
2023-07-05,Widget B,Clothing,West,2186.42,26,308.05,0.14
2023-07-06,Widget A,Clothing,South,929.74,34,264.99,0.17
2023-07-07,Widget E,Electronics,West,1855.63,36,257.11,0.18
2023-07-08,Widget B,Electronics,South,1094.82,46,265.23,0.05
2023-07-09,Widget B,Home Appliances,South,1807.34,19,189.03,0.23
2023-07-10,Widget E,Home Appliances,North,3763.66,50,1080.58,0.11
2023-07-11,Widget C,Home Appliances,South,3722.56,40,387.4,0.09
2023-07-12,Widget C,Home Appliances,South,1471.88,8,205.42,0.24
2023-07-13,Widget B,Electronics,South,113.53,4,18.62,0.09
2023-07-14,Widget B,Clothing,East,3106.44,22,559.49,0.04
2023-07-15,Widget B,Home Appliances,South,545.56,3,96.86,0.17
2023-07-16,Widget D,Home Appliances,North,2299.42,47,433.67,0.02
2023-07-17,Widget D,Electronics,East,1658.31,24,480.01,0.08
2023-07-18,Widget A,Clothing,South,628.91,25,132.51,0.05
2023-07-19,Widget D,Home Appliances,North,1880.98,33,275.77,0.24
2023-07-20,Widget D,Home Appliances,West,1062.85,9,110.73,0.03
2023-07-21,Widget A,Home Appliances,South,1793.72,47,449.67,0.07
2023-07-22,Widget E,Clothing,East,145.68,39,33.86,0.24
2023-07-23,Widget A,Home Appliances,North,603.42,8,84.83,0.08
2023-07-24,Widget C,Clothing,East,2689.67,50,587.21,0.07
2023-07-25,Widget D,Clothing,East,3997.72,38,928.02,0.18
2023-07-26,Widget D,Electronics,East,4464.32,14,958.51,0.01
2023-07-27,Widget C,Home Appliances,West,3817.36,2,640.99,0.22
2023-07-28,Widget B,Clothing,West,2814.17,37,640.37,0.21
2023-07-29,Widget E,Clothing,East,647.67,24,180.94,0.13
2023-07-30,Widget C,Clothing,East,393.79,42,42.19,0.18
2023-07-31,Widget B,Home Appliances,West,4829.32,48,828.92,0.12
2023-08-01,Widget A,Home Appliances,East,4945.36,8,513.62,0.21
2023-08-02,Widget C,Clothing,East,2187.62,24,241.11,0.05
2023-08-03,Widget B,Electronics,East,3935.49,42,1176.64,0.13
2023-08-04,Widget A,Clothing,North,1760.65,12,316.53,0.12
2023-08-05,Widget D,Home Appliances,North,1535.86,10,168.78,0.22
2023-08-06,Widget B,Electronics,North,3233.58,3,763.56,0.18
2023-08-07,Widget B,Clothing,East,1724.78,6,215.49,0.22
2023-08-08,Widget B,Electronics,North,1698.69,44,274.66,0.11
2023-08-09,Widget C,Electronics,South,2597.18,12,658.85,0.12
2023-08-10,Widget A,Electronics,South,1891.59,19,319.48,0.22
2023-08-11,Widget D,Clothing,South,729.0,25,74.65,0.08
2023-08-12,Widget B,Home Appliances,North,2225.74,23,483.53,0.12
2023-08-13,Widget E,Electronics,East,521.79,33,83.36,0.17
2023-08-14,Widget A,Electronics,East,1471.89,2,252.94,0.03
2023-08-15,Widget B,Electronics,East,4813.12,23,793.77,0.01
2023-08-16,Widget A,Clothing,East,2110.5,29,531.74,0.23
2023-08-17,Widget C,Electronics,East,3121.86,34,600.83,0.12
2023-08-18,Widget B,Home Appliances,West,3629.3,2,439.29,0.02
2023-08-19,Widget D,Clothing,East,1047.87,21,218.91,0.01
2023-08-20,Widget D,Clothing,East,3653.23,25,475.37,0.18
2023-08-21,Widget D,Home Appliances,East,1092.01,34,302.7,0.1
2023-08-22,Widget A,Clothing,South,4158.83,14,750.99,0.24
2023-08-23,Widget A,Electronics,North,2090.71,23,506.43,0.19
2023-08-24,Widget E,Clothing,West,378.9,28,54.95,0.02
2023-08-25,Widget A,Home Appliances,North,3448.27,6,476.68,0.25
2023-08-26,Widget E,Electronics,East,4808.12,21,617.04,0.18
2023-08-27,Widget E,Clothing,West,1915.07,26,519.1,0.15
2023-08-28,Widget E,Clothing,North,3156.03,11,680.46,0.12
2023-08-29,Widget A,Home Appliances,North,1979.1,35,357.82,0.09
2023-08-30,Widget C,Clothing,West,3246.95,24,831.54,0.2
2023-08-31,Widget B,Electronics,South,2937.88,48,502.7,0.08
2023-09-01,Widget C,Electronics,North,4631.01,25,463.29,0.21
2023-09-02,Widget D,Clothing,North,3337.89,39,659.25,0.24
2023-09-03,Widget B,Home Appliances,South,3240.07,14,563.97,0.11
2023-09-04,Widget D,Home Appliances,West,3032.11,23,722.62,0.24
2023-09-05,Widget A,Home Appliances,North,2318.86,19,253.41,0.11
2023-09-06,Widget B,Electronics,South,4311.54,8,643.93,0.02
2023-09-07,Widget A,Electronics,East,869.1,35,194.11,0.21
2023-09-08,Widget E,Clothing,North,1561.05,11,382.41,0.21
2023-09-09,Widget C,Home Appliances,West,2068.1,30,387.61,0.11
2023-09-10,Widget A,Clothing,North,3751.16,6,455.09,0.17
2023-09-11,Widget B,Electronics,East,1201.27,37,352.21,0.11
2023-09-12,Widget E,Home Appliances,West,3555.02,2,947.16,0.09
2023-09-13,Widget E,Electronics,West,3319.2,38,844.54,0.21
2023-09-14,Widget C,Home Appliances,East,1622.97,20,179.91,0.08
2023-09-15,Widget D,Home Appliances,West,1569.57,35,181.65,0.16
2023-09-16,Widget E,Clothing,East,1898.56,36,298.31,0.21
2023-09-17,Widget A,Electronics,West,3334.99,15,777.03,0.16
2023-09-18,Widget C,Clothing,East,2848.67,8,485.68,0.05
2023-09-19,Widget A,Clothing,West,4667.51,2,971.55,0.18
2023-09-20,Widget B,Home Appliances,East,1907.95,4,335.82,0.14
2023-09-21,Widget D,Clothing,West,1305.44,48,332.59,0.1
2023-09-22,Widget D,Electronics,North,1373.77,35,353.86,0.24
2023-09-23,Widget C,Clothing,West,1385.99,13,208.12,0.02
2023-09-24,Widget C,Electronics,East,1009.68,4,192.77,0.17
2023-09-25,Widget B,Electronics,North,3843.05,29,818.48,0.12
2023-09-26,Widget C,Clothing,West,417.62,43,82.71,0.07
2023-09-27,Widget C,Home Appliances,North,2507.45,22,443.27,0.22
2023-09-28,Widget E,Clothing,South,4876.26,35,1328.36,0.07
2023-09-29,Widget B,Clothing,West,4048.92,31,696.49,0.18
2023-09-30,Widget E,Electronics,West,4769.15,1,900.54,0.12
2023-10-01,Widget B,Home Appliances,East,3710.64,16,866.49,0.1
2023-10-02,Widget A,Clothing,West,3831.09,6,1145.27,0.12
2023-10-03,Widget A,Home Appliances,South,418.29,20,101.97,0.21
2023-10-04,Widget A,Electronics,South,3661.88,8,613.92,0.03
2023-10-05,Widget A,Electronics,South,3270.5,7,548.33,0.1
2023-10-06,Widget A,Home Appliances,East,2070.02,16,396.37,0.15
2023-10-07,Widget A,Electronics,West,3964.72,17,1054.99,0.23
2023-10-08,Widget D,Clothing,South,3085.92,28,738.63,0.22
2023-10-09,Widget E,Electronics,West,3155.88,39,620.66,0.11
2023-10-10,Widget D,Clothing,South,477.05,48,116.25,0.17
2023-10-11,Widget B,Home Appliances,South,1263.3,8,177.38,0.1
2023-10-12,Widget C,Electronics,North,755.69,38,155.47,0.23
2023-10-13,Widget E,Home Appliances,East,3896.36,14,935.46,0.11
2023-10-14,Widget E,Clothing,North,258.04,37,31.27,0.09
2023-10-15,Widget A,Clothing,East,2977.78,7,817.34,0.17
2023-10-16,Widget D,Home Appliances,East,1382.99,45,206.45,0.2
2023-10-17,Widget A,Electronics,North,969.83,8,290.42,0.21
2023-10-18,Widget A,Electronics,North,2091.37,25,405.65,0.18
2023-10-19,Widget B,Electronics,West,2183.68,13,333.63,0.01
2023-10-20,Widget E,Clothing,South,2232.33,30,354.28,0.18
2023-10-21,Widget C,Clothing,North,3254.93,25,574.91,0.07
2023-10-22,Widget B,Clothing,North,3466.2,39,925.04,0.08
2023-10-23,Widget C,Electronics,East,1035.28,8,134.89,0.25
2023-10-24,Widget C,Electronics,East,4704.81,29,471.05,0.02
2023-10-25,Widget B,Clothing,West,3348.03,37,1003.09,0.11
2023-10-26,Widget C,Home Appliances,South,2183.33,29,467.3,0.16
2023-10-27,Widget A,Electronics,West,3011.29,14,483.38,0.22
2023-10-28,Widget D,Home Appliances,West,3382.98,42,709.62,0.03
2023-10-29,Widget E,Electronics,South,1460.52,3,269.82,0.05
2023-10-30,Widget E,Home Appliances,West,1239.33,38,135.61,0.18
2023-10-31,Widget B,Clothing,South,4814.34,14,958.53,0.09
2023-11-01,Widget C,Home Appliances,East,189.04,1,42.47,0.15
2023-11-02,Widget C,Home Appliances,East,2201.2,28,567.16,0.18
2023-11-03,Widget B,Clothing,West,4580.0,7,519.99,0.23
2023-11-04,Widget C,Electronics,South,3148.72,6,693.62,0.21
2023-11-05,Widget A,Electronics,North,4805.42,33,535.65,0.23
2023-11-06,Widget E,Electronics,East,1108.4,41,318.27,0.12
2023-11-07,Widget E,Electronics,East,4323.21,2,444.14,0.13
2023-11-08,Widget D,Electronics,West,2435.8,21,369.83,0.18
2023-11-09,Widget C,Clothing,East,1455.27,7,418.57,0.19
2023-11-10,Widget E,Clothing,West,4893.08,20,1438.54,0.18
2023-11-11,Widget B,Electronics,West,4452.94,22,1283.76,0.06
2023-11-12,Widget B,Home Appliances,North,114.54,40,27.17,0.11
2023-11-13,Widget D,Home Appliances,East,2071.53,2,600.04,0.01
2023-11-14,Widget E,Home Appliances,South,1862.31,47,317.85,0.01
2023-11-15,Widget E,Electronics,West,3105.28,12,387.01,0.22
2023-11-16,Widget E,Clothing,North,4949.02,4,1364.24,0.14
2023-11-17,Widget E,Electronics,East,3154.44,25,328.88,0.09
2023-11-18,Widget A,Clothing,West,4663.21,40,994.26,0.11
2023-11-19,Widget E,Home Appliances,South,2495.98,33,408.08,0.05
2023-11-20,Widget D,Electronics,East,2991.25,35,356.08,0.1
2023-11-21,Widget A,Home Appliances,South,3458.86,20,937.32,0.17
2023-11-22,Widget C,Clothing,East,4645.25,35,1362.87,0.09
2023-11-23,Widget C,Home Appliances,West,1827.47,34,530.12,0.1
2023-11-24,Widget D,Home Appliances,East,295.99,14,76.76,0.01
2023-11-25,Widget B,Electronics,South,386.47,2,66.44,0.23
2023-11-26,Widget D,Home Appliances,South,2916.32,39,370.64,0.17
2023-11-27,Widget A,Home Appliances,South,2360.12,35,290.41,0.12
2023-11-28,Widget E,Home Appliances,West,954.42,46,97.55,0.22
2023-11-29,Widget E,Clothing,East,1487.15,44,418.66,0.07
2023-11-30,Widget E,Clothing,North,3497.24,37,1043.76,0.13
2023-12-01,Widget B,Clothing,East,4048.91,30,666.01,0.07
2023-12-02,Widget D,Home Appliances,East,3237.01,43,968.82,0.25
2023-12-03,Widget D,Home Appliances,East,631.87,43,117.33,0.11
2023-12-04,Widget C,Electronics,East,819.23,16,128.76,0.17
2023-12-05,Widget B,Clothing,East,4416.34,46,697.69,0.17
2023-12-06,Widget E,Home Appliances,South,1709.52,26,352.45,0.25
2023-12-07,Widget A,Clothing,East,1864.63,35,515.49,0.11
2023-12-08,Widget E,Clothing,West,1403.98,43,346.32,0.19
2023-12-09,Widget D,Home Appliances,West,3722.93,19,794.65,0.14
2023-12-10,Widget B,Home Appliances,South,4092.37,46,627.9,0.23
2023-12-11,Widget C,Electronics,East,784.91,33,97.48,0.15
2023-12-12,Widget B,Clothing,West,230.49,12,61.21,0.02
2023-12-13,Widget B,Clothing,West,3003.34,27,450.87,0.07
2023-12-14,Widget C,Clothing,West,4544.7,3,843.43,0.15
2023-12-15,Widget B,Home Appliances,East,4338.86,38,1298.5,0.21
2023-12-16,Widget D,Clothing,South,493.22,18,57.85,0.04
2023-12-17,Widget A,Home Appliances,South,4464.09,20,862.64,0.14
2023-12-18,Widget D,Electronics,West,4213.89,33,1026.88,0.11
2023-12-19,Widget D,Electronics,West,1285.44,11,311.94,0.22
2023-12-20,Widget D,Electronics,South,4982.09,25,881.52,0.07
2023-12-21,Widget A,Electronics,South,2418.8,34,662.12,0.03
2023-12-22,Widget E,Clothing,North,4565.42,9,561.89,0.04
2023-12-23,Widget A,Clothing,East,1687.73,24,477.96,0.22
2023-12-24,Widget A,Home Appliances,South,1370.03,47,230.21,0.24
2023-12-25,Widget E,Home Appliances,South,2823.31,33,605.9,0.24
2023-12-26,Widget B,Clothing,East,4693.47,16,838.93,0.1
2023-12-27,Widget A,Clothing,North,836.36,24,236.06,0.06
2023-12-28,Widget C,Home Appliances,South,4490.71,29,651.47,0.15
2023-12-29,Widget D,Clothing,West,4788.92,2,1260.76,0.24
2023-12-30,Widget D,Electronics,West,3700.34,48,537.82,0.01
2023-12-31,Widget E,Clothing,South,4495.23,32,662.83,0.09
2023-01-01,Widget C,Electronics,North,1521.66,23,283.16,0.24
2023-01-02,Widget E,Clothing,South,1832.48,44,476.52,0.22
2023-01-03,Widget A,Clothing,West,557.2,3,164.77,0.22
2023-01-04,Widget C,Clothing,South,3353.72,14,570.88,0.05
2023-01-05,Widget A,Clothing,West,4986.04,17,1162.53,0.14
2023-01-06,Widget E,Home Appliances,South,4534.66,12,997.6,0.03
2023-01-07,Widget B,Home Appliances,North,1135.01,5,278.95,0.19
2023-01-08,Widget D,Home Appliances,South,3697.5,25,621.69,0.23
2023-01-09,Widget B,Clothing,East,3831.77,26,949.76,0.11
2023-01-10,Widget D,Clothing,West,1625.21,25,234.74,0.03
2023-01-11,Widget B,Home Appliances,North,2057.67,33,472.68,0.25
2023-01-12,Widget E,Electronics,North,4821.28,20,712.73,0.25
2023-01-13,Widget B,Electronics,West,3688.9,17,482.85,0.13
2023-01-14,Widget B,Clothing,East,1283.81,43,306.08,0.01
2023-01-15,Widget A,Home Appliances,East,581.03,15,94.01,0.03
2023-01-16,Widget C,Clothing,West,4594.59,30,780.26,0.04
2023-01-17,Widget D,Clothing,West,2449.89,30,441.94,0.02
2023-01-18,Widget C,Home Appliances,North,4555.31,4,677.35,0.01
2023-01-19,Widget C,Electronics,East,3903.48,1,952.65,0.12
2023-01-20,Widget A,Electronics,North,3890.79,45,860.1,0.01
2023-01-21,Widget A,Electronics,South,2154.5,42,442.2,0.11
2023-01-22,Widget D,Electronics,West,1089.22,49,323.19,0.1
2023-01-23,Widget B,Clothing,East,369.49,13,108.14,0.09
2023-01-24,Widget C,Clothing,West,1174.18,14,235.44,0.04
2023-01-25,Widget A,Home Appliances,South,4168.04,18,785.37,0.22
2023-01-26,Widget A,Home Appliances,North,4423.45,13,1252.0,0.1
2023-01-27,Widget A,Home Appliances,West,3023.83,38,433.01,0.13
2023-01-28,Widget C,Clothing,North,1006.89,20,118.87,0.04
2023-01-29,Widget D,Home Appliances,South,1527.52,32,184.53,0.04
2023-01-30,Widget C,Electronics,North,3900.11,35,875.96,0.17
2023-01-31,Widget B,Clothing,North,4107.19,44,561.82,0.25
2023-02-01,Widget B,Home Appliances,East,3780.84,18,602.03,0.24
2023-02-02,Widget E,Electronics,North,4612.77,1,1178.62,0.08
2023-02-03,Widget E,Home Appliances,South,351.61,8,46.91,0.18
2023-02-04,Widget B,Home Appliances,West,1581.87,23,461.47,0.03
2023-02-05,Widget A,Home Appliances,East,3130.17,49,724.82,0.24
2023-02-06,Widget E,Clothing,East,3404.91,40,552.09,0.14
2023-02-07,Widget B,Clothing,North,2101.62,21,399.76,0.18
